41908,14109,"222  ","2220000","カナガワケン","ヨコハマシコウホクク","","神奈川県","横浜市港北区",""
41909,14109,"222  ","2220037","カナガワケン","ヨコハマシコウホクク","オオクラヤマ","神奈川県","横浜市港北区","大倉山"
41910,14109,"222  ","2220003","カナガワケン","ヨコハマシコウホクク","オオソネ","神奈川県","横浜市港北区","大曽根"
41911,14109,"222  ","2220004","カナガワケン","ヨコハマシコウホクク","オオソネダイ","神奈川県","横浜市港北区","大曽根台"
41912,14109,"222  ","2220011","カナガワケン","ヨコハマシコウホクク","キクナ","神奈川県","横浜市港北区","菊名"
41913,14109,"222  ","2220034","カナガワケン","ヨコハマシコウホクク","キシネチョウ","神奈川県","横浜市港北区","岸根町"
41914,14109,"223  ","2230059","カナガワケン","ヨコハマシコウホクク","キタシンヨコハマ","神奈川県","横浜市港北区","北新横浜"
41915,14109,"222  ","2220036","カナガワケン","ヨコハマシコウホクク","コヅクエチョウ","神奈川県","横浜市港北区","小机町"
41916,14109,"222  ","2220024","カナガワケン","ヨコハマシコウホクク","シノハラダイマチ","神奈川県","横浜市港北区","篠原台町"
41917,14109,"222  ","2220026","カナガワケン","ヨコハマシコウホクク","シノハラチョウ","神奈川県","横浜市港北区","篠原町"
41918,14109,"222  ","2220025","カナガワケン","ヨコハマシコウホクク","シノハラニシチョウ","神奈川県","横浜市港北区","篠原西町"
41919,14109,"222  ","2220022","カナガワケン","ヨコハマシコウホクク","シノハラヒガシ","神奈川県","横浜市港北区","篠原東"
41920,14109,"222  ","2220021","カナガワケン","ヨコハマシコウホクク","シノハラキタ","神奈川県","横浜市港北区","篠原北"
41921,14109,"223  ","2230064","カナガワケン","ヨコハマシコウホクク","シモダチョウ","神奈川県","横浜市港北区","下田町"
41922,14109,"222  ","2220033","カナガワケン","ヨコハマシコウホクク","シンヨコハマ","神奈川県","横浜市港北区","新横浜"
41923,14109,"223  ","2230056","カナガワケン","ヨコハマシコウホクク","シンヨシダチョウ","神奈川県","横浜市港北区","新吉田町"
41924,14109,"223  ","2230058","カナガワケン","ヨコハマシコウホクク","シンヨシダヒガシ","神奈川県","横浜市港北区","新吉田東"
41925,14109,"223  ","2230063","カナガワケン","ヨコハマシコウホクク","タカタチョウ","神奈川県","横浜市港北区","高田町"
41926,14109,"223  ","2230066","カナガワケン","ヨコハマシコウホクク","タカタニシ","神奈川県","横浜市港北区","高田西"
41927,14109,"223  ","2230065","カナガワケン","ヨコハマシコウホクク","タカタヒガシ","神奈川県","横浜市港北区","高田東"
41928,14109,"222  ","2220001","カナガワケン","ヨコハマシコウホクク","タルマチ","神奈川県","横浜市港北区","樽町"
41929,14109,"223  ","2230055","カナガワケン","ヨコハマシコウホクク","ツナシマカミチョウ","神奈川県","横浜市港北区","綱島上町"
41930,14109,"223  ","2230054","カナガワケン","ヨコハマシコウホクク","ツナシマダイ","神奈川県","横浜市港北区","綱島台"
41931,14109,"223  ","2230052","カナガワケン","ヨコハマシコウホクク","ツナシマヒガシ","神奈川県","横浜市港北区","綱島東"
41932,14109,"223  ","2230053","カナガワケン","ヨコハマシコウホクク","ツナシマニシ","神奈川県","横浜市港北区","綱島西"
41933,14109,"222  ","2220035","カナガワケン","ヨコハマシコウホクク","トリヤマチョウ","神奈川県","横浜市港北区","鳥山町"
41934,14109,"222  ","2220023","カナガワケン","ヨコハマシコウホクク","ナカテハラ","神奈川県","横浜市港北区","仲手原"
41935,14109,"222  ","2220013","カナガワケン","ヨコハマシコウホクク","ニシキガオカ","神奈川県","横浜市港北区","錦が丘"
41936,14109,"223  ","2230057","カナガワケン","ヨコハマシコウホクク","ニッパチョウ","神奈川県","横浜市港北区","新羽町"
41937,14109,"223  ","2230061","カナガワケン","ヨコハマシコウホクク","ヒヨシ","神奈川県","横浜市港北区","日吉"
41938,14109,"223  ","2230062","カナガワケン","ヨコハマシコウホクク","ヒヨシホンチョウ","神奈川県","横浜市港北区","日吉本町"
41939,14109,"222  ","2220012","カナガワケン","ヨコハマシコウホクク","フジヅカ","神奈川県","横浜市港北区","富士塚"
41940,14109,"222  ","2220032","カナガワケン","ヨコハマシコウホクク","マメドチョウ","神奈川県","横浜市港北区","大豆戸町"
41941,14109,"223  ","2230051","カナガワケン","ヨコハマシコウホクク","ミノワチョウ","神奈川県","横浜市港北区","箕輪町"
41942,14109,"222  ","2220002","カナガワケン","ヨコハマシコウホクク","モロオカチョウ","神奈川県","横浜市港北区","師岡町"
